epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.2799,2.01628,2.81726,1.71393,0.92866,0.55106,0.55536,0.50561,1.78644,2.73885,1.76409,0,0,0
2,13.272,1.86852,2.60464,1.66412,0.90214,0.55157,0.55536,0.50561,1.76851,2.70331,1.74527,1.63399e-05,1.63399e-05,1.63399e-05
3,21.1719,1.92488,2.98321,1.7307,0.87421,0.55127,0.55536,0.50561,1.74382,2.67327,1.72166,3.20197e-05,3.20197e-05,3.20197e-05
4,28.8594,1.73855,2.82699,1.41216,0.85542,0.54737,0.55536,0.46826,1.72227,2.66625,1.70669,4.70394e-05,4.70394e-05,4.70394e-05
5,35.9181,1.82439,2.72301,1.63901,0.84424,0.54752,0.55537,0.46827,1.69492,2.65669,1.69564,6.13989e-05,6.13989e-05,6.13989e-05
6,42.4937,1.89005,2.8652,1.57811,0.84099,0.54847,0.55538,0.46827,1.68509,2.64738,1.68566,7.50984e-05,7.50984e-05,7.50984e-05
7,49.4398,1.74128,2.83208,1.5162,0.83927,0.54952,0.55538,0.46249,1.74264,2.65217,1.70713,8.81376e-05,8.81376e-05,8.81376e-05
8,56.4222,1.21882,1.85368,1.36118,0.8302,0.5504,0.55538,0.46249,1.80175,2.66426,1.72629,0.000100517,0.000100517,0.000100517
9,65.9149,1.84926,3.21011,1.50225,0.80956,0.55001,0.55539,0.46249,1.83256,2.71286,1.74488,0.000112236,0.000112236,0.000112236
10,71.8586,1.47614,2.38226,1.47513,0.79116,0.55032,0.55538,0.46249,1.80782,2.71505,1.72751,0.000123295,0.000123295,0.000123295
11,77.6933,1.41599,2.42161,1.29142,0.79034,0.55371,0.55539,0.45671,1.80681,2.7016,1.74389,0.000133693,0.000133693,0.000133693
12,84.481,1.72002,2.67466,1.47501,0.80639,0.55556,0.55538,0.4567,1.85121,2.70363,1.74726,0.000143432,0.000143432,0.000143432
13,90.191,1.68901,2.7499,1.32527,0.81795,0.55556,0.55538,0.46909,1.6673,2.64419,1.65228,0.00015251,0.00015251,0.00015251
14,96.7578,1.30966,2.21219,1.19382,0.83133,0.55454,0.55537,0.46908,1.57887,2.65125,1.61289,0.000160929,0.000160929,0.000160929
15,102.51,1.40827,2.28934,1.13088,0.84624,0.55274,0.55536,0.45668,1.67221,2.67282,1.65371,0.000168687,0.000168687,0.000168687
16,108.302,1.16911,1.8569,1.31973,0.85468,0.55152,0.55536,0.44429,1.72862,2.77318,1.66575,0.000175785,0.000175785,0.000175785
17,114.142,1.66306,2.19078,1.25828,0.85064,0.54028,0.55535,0.38178,1.81294,2.88037,1.71517,0.000182223,0.000182223,0.000182223
18,121.707,1.25747,2.07899,1.20638,0.85064,0.54028,0.55535,0.38178,1.81294,2.88037,1.71517,0.000188001,0.000188001,0.000188001
19,130.081,1.38201,1.74992,1.18994,0.8311,0.53478,0.55535,0.37591,1.91445,3.10216,1.77914,0.000193119,0.000193119,0.000193119
20,137.519,1.36209,1.82682,1.2436,0.8311,0.53478,0.55535,0.37591,1.91445,3.10216,1.77914,0.000197576,0.000197576,0.000197576
21,144.89,1.53255,1.79242,1.18825,0.73893,0.53629,0.55535,0.36928,2.07303,3.14086,1.88094,0.000201374,0.000201374,0.000201374
22,152.224,1.4738,1.62089,1.18388,0.73893,0.53629,0.55535,0.36928,2.07303,3.14086,1.88094,0.000204511,0.000204511,0.000204511
23,159.458,0.93286,1.72153,1.27491,0.76015,0.53977,0.55535,0.36074,2.17896,3.07138,1.99604,0.000206988,0.000206988,0.000206988
24,166.688,1.36529,1.65455,1.24204,0.76015,0.53977,0.55535,0.36074,2.17896,3.07138,1.99604,0.000208805,0.000208805,0.000208805
25,174.127,1.21735,1.67888,1.20945,0.81938,0.54479,0.55534,0.37904,2.20143,3.05923,2.04601,0.000209962,0.000209962,0.000209962
26,181.568,1.33656,1.42974,1.22153,0.81938,0.54479,0.55534,0.37904,2.20143,3.05923,2.04601,0.000210459,0.000210459,0.000210459
27,189.182,1.02642,1.59366,1.1526,0.87808,0.55545,0.55533,0.39404,2.2228,3.03644,2.1367,0.000210295,0.000210295,0.000210295
28,195.94,1.59633,1.69007,1.42152,0.87808,0.55545,0.55533,0.39404,2.2228,3.03644,2.1367,0.000209472,0.000209472,0.000209472
29,202.663,1.03174,1.32057,1.18136,0.88881,0.55556,0.55534,0.38157,2.14359,2.97832,2.18965,0.000207988,0.000207988,0.000207988
30,208.926,1.40258,1.38948,1.21127,0.88881,0.55556,0.55534,0.38157,2.14359,2.97832,2.18965,0.000205844,0.000205844,0.000205844
31,216.381,1.59111,1.54395,1.39302,0.88747,0.55556,0.55533,0.3383,2.22016,2.96136,2.31578,0.000203041,0.000203041,0.000203041
32,224.248,1.13055,1.4687,1.08579,0.88747,0.55556,0.55533,0.3383,2.22016,2.96136,2.31578,0.000199577,0.000199577,0.000199577
33,234.101,1.35561,1.38532,1.14029,0.87758,0.55556,0.55534,0.32833,2.14945,2.89656,2.44943,0.000195452,0.000195452,0.000195452
34,244.025,1.11139,1.38735,1.20524,0.87758,0.55556,0.55534,0.32833,2.14945,2.89656,2.44943,0.000190668,0.000190668,0.000190668
35,253.017,0.85653,1.31685,1.10116,0.8792,0.55556,0.55534,0.30356,2.18306,2.99699,2.42478,0.000185224,0.000185224,0.000185224
36,261.062,1.19673,1.3309,1.18218,0.8792,0.55556,0.55534,0.30356,2.18306,2.99699,2.42478,0.000179119,0.000179119,0.000179119
37,267.802,1.15766,1.23878,1.06939,0.90493,0.55556,0.55534,0.32604,2.16011,3.13352,2.27625,0.000172354,0.000172354,0.000172354
38,274.704,1.24589,1.38546,1.16407,0.90493,0.55556,0.55534,0.32604,2.16011,3.13352,2.27625,0.00016493,0.00016493,0.00016493
39,280.986,1.13642,1.62319,1.20899,0.92211,0.55556,0.55535,0.31374,2.1474,3.22752,2.21202,0.000156845,0.000156845,0.000156845
40,289.178,1.47482,1.37459,1.25169,0.92211,0.55556,0.55535,0.31374,2.1474,3.22752,2.21202,0.0001481,0.0001481,0.0001481
41,295.742,1.46023,1.63421,1.37353,0.92187,0.55556,0.55535,0.33852,2.1318,3.27321,2.16385,0.000138694,0.000138694,0.000138694
42,302.41,1.41716,1.63601,1.24354,0.92187,0.55556,0.55535,0.33852,2.1318,3.27321,2.16385,0.000128629,0.000128629,0.000128629
43,308.927,1.43196,1.63353,1.28457,0.90921,0.55556,0.55535,0.33852,2.12744,3.2553,2.15228,0.000117904,0.000117904,0.000117904
44,315.792,1.4923,1.58807,1.21127,0.90921,0.55556,0.55535,0.33852,2.12744,3.2553,2.15228,0.000106518,0.000106518,0.000106518
45,321.695,1.22582,1.72826,1.09401,0.89252,0.55556,0.55536,0.33852,2.13724,3.24395,2.10262,9.44722e-05,9.44722e-05,9.44722e-05
46,327.527,1.32597,1.63622,1.11415,0.89252,0.55556,0.55536,0.33852,2.13724,3.24395,2.10262,8.17663e-05,8.17663e-05,8.17663e-05
47,334.021,1.33125,1.49219,1.13396,0.88314,0.55556,0.55535,0.33852,2.14289,3.21626,2.07557,6.84003e-05,6.84003e-05,6.84003e-05
48,340.695,1.40548,1.53124,1.34309,0.88314,0.55556,0.55535,0.33852,2.14289,3.21626,2.07557,5.43742e-05,5.43742e-05,5.43742e-05
49,346.544,1.27357,1.55493,0.98626,0.87515,0.55556,0.55535,0.33852,2.14864,3.19043,2.06004,3.96879e-05,3.96879e-05,3.96879e-05
50,353.428,1.53532,1.63807,1.37495,0.87515,0.55556,0.55535,0.33852,2.14864,3.19043,2.06004,2.43415e-05,2.43415e-05,2.43415e-05
